WaterbodyID,COMID_Final,Outlier_COMID,DIST_Catv2,DistCat_trim,Alkalinity_uEqL,Aluminum_ugL,Arsenic_ugL,Chloride_mgL,Color_Apparent_PCU,Color_True_PCU,Conductivity_uScm,Copper_ugL,DO_mgL,DO_SAT_pct,E_coli_CFU100mL,Enterococcus_CFU100mL,Fecal_Coliform_CFU100mL,Hardness_mgL,Iron_ugL,Lead_ugL,Manganese_ugL,pH_None,Selenium_ugL,Sodium_mgL,Temperature_Water_DegC,TN_mgL,TP_mgL,Zinc_ugL,Al2O3Cat,AvgPredEC,BFICat,ClayCat,ElevCat,InorgNWetDep_2008Cat,IWI_v2_1,K2OCat,KffactCat,Na2OCat,OmCat,pcSLOPE,PctForest2019Ws,PctImp2019Ws,PctUrban2019Ws,PctWetland2019Ws,RockNCat,RunoffCat,SandCat,TmeanCat,WetIndexCat,WsAreaSqKm
TtID_6128387,6128387,No,Strs,Strs,,,,71.8,,97.6,279,,6.52857,72,180.4,,63.75,,,,,6.7,,,20.38571,1.33778,0.0674,,8.7641,55.05027624,54.7919,3.4918,8.8143,3.8711,0.439719806,1.6136,0.1941,1.0791,0.9279,0.001,31.83,13.76,23.84,21.85,12.3021,668,63.9719,10.07271027,953.6539,760.6098
TtID_6128395,6128395,No,Strs,Strs,,,,,,,,,,,64.5,,,,,,,,,,,,,,8.7641,55.04364641,54.0727,4.4787,9.0713,3.8415,0.466642959,1.6136,0.1847,1.0791,0.8395,0.001,31.89,14.16,24.63,22.34,5.9307,668,58.2428,10.12021847,962.2338,942.2271
TtID_6128397,6128397,No,Strs,Strs,,,,,,,,,,,450.66667,,,,,,,,,,,,,,8.7641,78.51767956,54.8997,3.6436,13.5629,3.8557,0.472493462,1.6136,0.177,1.0791,0.7856,0.214757,11.49,37.27,60.78,10.84,4.2803,668,61.3192,10.14830444,903.7139,6.5115
TtID_6128415,6128415,No,HighStrs,Strs,,,,,,,490.71429,,9.086,91.82,,,,,,,,7.18,,,17.9,0.86712,0.04438,,9.9576,44.61325967,55,3.92,24.0809,4.1104,0.5157493,2.0235,0.11,1.0259,2.87,0.317299,50.27,14.69,24.37,9.57,7.2549,675.0337,61.467,10.43544629,866.068,1250.325
TtID_6128445,6128445,No,Strs,Strs,,,,,,,,,,,16,,33,,,,,,,,,,,,8.9667,55.90497238,53,6.44,29.1397,4.0625,0.513883744,1.8926,0.22,0.6646,0.79,0.009404,41.94,5.58,10.96,28.11,10.6636,668,50.2563,10.3564024,983.2769,12.3354
TtID_6128473,6128473,No,Strs,Strs,,,,,,,,,,,,,,,,,,,,,,,0.15,,9.6405,58.64143646,55.2513,2.8312,17.5806,4.1039,0.479916053,1.9146,0.161,1.04,0.94,0.001,25.09,27.27,44.51,12.67,7.3179,668,66.9701,10.49689072,911.4652,123.4206
TtID_6128493,6128493,No,Strs,Strs,,,,,152.5,122.5,102.11765,,6.04706,59.58824,765.92857,3613.33333,364,,,,,6.35294,,,17.24118,0.8225,0.06014,,8.7641,57.68121547,55.0171,4.7072,23.5228,4.1014,0.629987688,1.6136,0.201,1.0791,0.8625,0.380421,38.06,10.15,19.54,26.15,7.7081,668,56.5619,10.48356462,873.3664,8.1846
TtID_6128535,6128535,Yes,Ref,Ref,,,,,,,,,,,210,,410,,,,,,,,,,,,8.9642,37.43093923,54.5453,2.35,28.5705,4.0753,0.769289871,1.8892,0.1982,0.6696,0.96,0.983857,61.86,3.58,7.19,17.89,8.2097,668,71.0008,10.41170746,810.1008,1.8666
TtID_6128537,6128537,No,SomeStrs,Strs,,,,,,102.2,96.33333,,8.92,91.9,55.875,,98,,,,,6.47778,,,16.40909,0.572,0.0242,,8.9356,54.36298343,53.8424,2.8675,22.7001,4.0546,0.52090277,1.8498,0.1948,0.7282,0.9364,0.571079,46.97,4.86,9.49,26.63,8.2424,668,68.0597,10.40889696,850.5821,19.683
TtID_6128543,6128543,No,HighStrs,Strs,,78.5,0.655,23.6,,100.2,114,0.67,7.3,85.66667,3454.16667,,220,,525,0.665,44.5,6.5,1,,21,0.798,0.044,5,8.7673,55.93038674,55,2.35,12.4744,4.0554,0.59476359,1.6181,0.18,1.0724,0.96,0.001,48.33,3.86,7.54,31.07,7.9628,668,71.6908,10.50848607,910.9071,58.4109
TtID_6128555,6128555,No,SomeStrs,Strs,,,,,,160.8,117.625,,8.04444,85.33333,186.66667,,,,,,,6.1625,,,17.68,0.654,0.0276,,8.7641,54.73149171,54.6513,3.4294,14.0419,4.0541,0.659151822,1.6136,0.18,1.0791,0.9205,0.262162,49.23,3.31,6.47,33.29,8.0339,668,64.1238,10.48188292,862.9637,38.4471
TtID_6128581,6128581,No,HighStrs,Strs,,,,,,,216,,7.6,76,2165,,2530,,,,,6.5,,,16.9,,,,8.7641,55.74254144,55,2.35,11.89,4.0659,0.595034555,1.6136,0.18,1.0791,0.96,0.159442,48.34,3.96,7.71,30.38,7.788,668,72.0651,10.53000406,895.098,62.0073
TtID_6128583,6128583,No,Strs,Strs,,,,,,,,,,,742.25,,,,,,,,,,,,,,8.8974,57.51491713,54.8311,3.0518,29.4848,4.0784,0.504680899,1.7972,0.196,0.8064,0.9287,1.370553,36.94,7.59,14.48,23.67,7.5664,668,67.0519,10.45943981,843.0776,1.647
TtID_6128635,6128635,No,SomeStrs,Strs,,,,38.6,,75.8,191.5,,7.475,81.75,210.5,,,,,,,6.5,,,19.075,0.83,0.024,,8.7641,53.76187845,49.1898,4.4726,13.3207,3.8812,0.64589625,1.6136,0.215,1.0791,0.8757,0.350746,53.57,6.07,10.7,24.57,8.2841,668,57.6372,10.34425358,893.1015,28.116
TtID_6128637,6128637,No,Strs,Strs,,,,,,126.4,145.625,,8.05556,85.22222,196.66667,,,,,,,6.4,,,17.69,0.766,0.0314,,8.7641,55.34972376,55,2.35,11.8752,4.0778,0.589539601,1.6136,0.18,1.0791,0.96,0.001,47.36,4.12,8.06,30.67,6.9416,668,72.09,10.57120515,850.3008,67.0149
TtID_6128639,6128639,No,HighStrs,Strs,,,,,,160.2,165.75,,6.975,73,2264.58333,,,,,,,6.2125,,,17.0375,1.014,0.1386,,8.8453,67.15690608,55,2.6825,23.5531,4.0779,0.32259697,1.7254,0.2045,0.913,0.9462,1.087974,31.04,12.46,23.11,17.21,7.4939,668,67.378,10.51420273,843.5681,1.9044
TtID_6128643,6128643,No,Strs,Strs,,134.66667,1.6,30.75,,194,164.5,1.2,6.73,72.8,724.97333,1800,,,836.66667,0.62333,61.33333,6.34,1.66667,,18,1.065,0.0641,5,8.7641,59.93701657,55.5747,2.3619,17.753,4.0803,0.571946826,1.6136,0.197,1.0791,0.9595,0.189699,38.13,6.8,13.45,32.92,5.1109,668,67.4195,10.58791497,926.7954,8.4879
TtID_6128647,6128647,No,Other,Other,,,,,,164.4,93.625,,7.57778,80.88889,293.33333,,,,,,,5.8625,,,17.81,0.688,0.0374,,8.7641,55.62983425,54.0732,6.44,29.0829,4.0317,0.726957316,1.6136,0.2082,1.0791,0.79,0.584039,47.39,2.64,5.26,31.46,7.1609,668,45.6755,10.44132558,908.5088,8.6004
TtID_6128655,6128655,No,HighStrs,Strs,,,,96,,,,,,,,,,,,,,,,,,,,,9.9196,58.72209945,56,2.749,13.5027,4.0822,0.483677892,2.0104,0.1316,1.0276,1.4392,0.247826,24.75,27.53,44.51,12.86,4.0807,668,68.9551,10.62384345,939.2608,141.9444
TtID_6128679,6128679,No,Strs,Strs,,,,,,,,,,,760,,4400,,,,,,,,,,,,8.7641,62.5121547,55.273,4.4248,18.1224,4.0741,0.590719991,1.6136,0.1911,1.0791,0.873,0.19266,29.56,15.11,27.74,27.56,5.1597,668,59.4838,10.6326113,913.28,14.8932
TtID_6128711,6128711,No,SomeStrs,Strs,,,,,,,,,,,356.5,,,,,,,,,,,,,,8.8195,66.90552486,52.6185,6.44,30.7257,3.9341,0.58061698,1.6899,0.2177,0.9657,0.79,0.339199,53.6,2.73,5.7,25.6,7.8463,668,45.6727,10.50574371,872.3879,6.4728
TtID_6128715,6128715,No,HighStrs,Strs,,,,,,,,,,,136.85714,,,,,,,,,,,,,,8.9126,68.75082873,53,6.44,13.0521,3.921,0.491192591,1.8182,0.1973,0.7751,0.79,0.848684,51.04,4.59,9.06,23.57,7.1577,668,45.66,10.38462496,826.4202,7.5465
TtID_6128719,6128719,Yes,SubRef,Ref,,,,,,,,,,,7,530,160,,,,,,,,,,,,8.7641,51.10773481,53.8864,6.1555,23.8403,3.9149,0.720437038,1.6136,0.22,1.0791,0.8027,0.202441,50.14,5.71,11.15,29.4,13.5853,668,47.7505,10.26249639,897.6171,7.362
TtID_6128729,6128729,No,HighStrs,Strs,,,,,,,,,,,150.8,,260,,,,,,,,,,,,8.7641,58.95138122,55,2.35,8.2988,4.0551,0.511471377,1.6136,0.18,1.0791,0.96,0.097588,43.22,5.58,10.71,28.97,8.0235,668,72.09,10.66588589,904.6738,83.1672
TtID_6128737,6128737,No,Other,Other,,,,,,,,,,,5,14,5,,,,,,,,,,,,8.7641,54.85414365,53.0014,6.44,22.5734,3.9042,0.652431236,1.6136,0.2154,1.0791,0.79,1.172279,57.07,4.3,7.68,28.68,14.1848,668,45.7942,10.33243576,858.353,1.8639
TtID_6128757,6128757,No,Strs,Strs,,15.1,1.6,35.33333,,35.2,232.72727,0.95333,4.34,48,1762.60435,,1450,,416.66667,0.42,223.33333,6.69091,1.33333,,19.88462,1.59111,0.18578,5,8.7641,73.1359116,55,2.5938,13.3924,4.0687,0.447273565,1.6136,0.1869,1.0791,0.9491,0.214138,17.68,19.39,35.66,15.72,6.3362,668,70.5616,10.66228185,911.4753,4.2705
TtID_6128777,6128777,No,Strs,Strs,,,,,,,,,,,5,22.5,30,,,,,,,,,,,,13.1214,45.89779006,54,6.44,19.6239,3.9286,0.651164374,3.8845,0.22,3.0219,0.79,2.991935,53.88,4.06,8.26,26.33,15.6097,668,46.2176,10.35340309,799.1316,53.3925
TtID_6128785,6128785,No,SomeStrs,Strs,99.984,,,12.66667,,,90.98333,,8.18333,91.5,15,410,37.33333,14,,,,5.85,,,21.98333,,0.05667,,13.9009,45.90331492,53.9874,5.8023,35.3734,3.9182,0.646014927,4.2907,0.1867,3.3695,0.8162,0.001,54.02,4.15,8.43,26.01,14.2888,668,49.915,10.44580302,801.1024,54.4428
TtID_6128817,6128817,No,Strs,Strs,,,,,,,,,,,699.77073,,1600,,,,,,,,,,,,8.7641,59.87127072,54.1207,2.35,5.5911,4.0502,0.494039432,1.6136,0.18,1.0791,0.96,0.001,41.23,5.4,10.41,30.12,8.7919,668,71.7977,10.70906581,1052.0523,90.0837
TtID_6128821,6128821,No,Strs,Strs,,,,,,,,,,,1207.36296,,3500,,,,,,,,,,,,8.7641,57.70607735,54,3.3793,7.9625,4.0626,0.584861925,1.6136,0.182,1.0791,0.919,0.151592,33.96,6.27,12.41,38.63,8.5544,668,66.4873,10.72940595,938.8896,28.2393
TtID_6128823,6128823,No,Strs,Strs,,,,,,,,,,,325.2,,,,,,,,,,,,,,8.7641,73.80110497,54.4893,2.35,6.8971,4.058,0.46323281,1.6136,0.18,1.0791,0.96,0.101804,12.54,10.52,22.47,31.67,8.3119,668,72.09,10.71789891,1007.6142,1.9386
TtID_6128851,6128851,No,Strs,Strs,,,,,,69,411.42857,,7.6,82,894.70455,610,,,,,,6.75,,,18.95,1.36,0.1112,,8.7641,79.98342541,54,2.35,4.6716,4.0723,0.51579569,1.6136,0.18,1.0791,0.96,0.001,9.33,22.85,38.55,30.77,7.1963,668,72.09,10.75476701,926.4327,6.0597
TtID_6128853,6128853,No,Strs,Strs,,,,,,,,,,,15,5,45,,,,,,,,,,,,8.9087,38.17237569,53,2.35,11.9832,3.9386,0.795298208,1.689,0.18,1.1436,0.96,0.358024,71.28,2.23,3.57,18.55,12.8313,668,69.9806,10.3686214,875.1616,17.6067
TtID_6128857,6128857,No,Strs,Strs,,,,,,,,,,,5,250,14,,,,,,,,,,,,14.2833,36.4519337,53,2.35,7.8372,3.9317,0.810010647,4.49,0.18,3.54,0.96,2.077639,64.98,2.67,4.15,19.66,12.5869,668,71.1007,10.40934177,880.8673,6.0696
TtID_6128863,6128863,No,Strs,Strs,,,,,,,,,,,110,209,,,,,,,,,,,,,8.7641,60.97955801,54,2.35,3.6241,4.0729,0.492930335,1.6136,0.18,1.0791,0.96,0.196525,37.35,6.71,12.66,32.11,7.1606,668,72.0044,10.75979352,1022.734,123.6447
TtID_6128869,6128869,Yes,Ref,Ref,,,,14.35,,160.66667,114,,7.46667,80.66667,,,,,,,,6.1,,,18.13333,0.4125,0.0174,,14.2833,38.09447514,53.2933,6.2791,39.3731,3.923,0.8980065,4.49,0.2079,3.54,0.7947,1.096018,70.5,0.78,1.45,22.04,13.7676,668,48.2814,10.56123767,814.8946,4.9167
TtID_6128871,6128871,No,SomeStrs,Strs,,250,0.7,23,,316.5,91.375,1.08667,6.35833,66.16667,317.76923,,462,,883.33333,7.8,53.33333,5.85833,1.66667,,17.0375,1.22222,0.13833,7,8.9667,60.37403315,54.0158,6.18,24.2285,3.9989,0.610659444,1.8926,0.2149,0.6646,0.8002,0.27304,46.57,4.15,8.37,31.78,6.188,668,47.1203,10.61141745,959.3226,20.7954
TtID_6128895,6128895,No,HighStrs,Strs,,,,,,,,,,,1108.2,,,,,,,,,,,,,,8.7641,81.89447514,54,5.8179,15.4769,3.9835,0.616589336,1.6138,0.182,1.0789,0.739,0.306556,26.93,19.18,33.67,17.29,7.6672,668,48.0892,10.47709492,873.4962,6.6735
TtID_6128905,6128905,No,Strs,Strs,,,,,,,,,,,2098.2,,,,,,,,,,,,,,8.8008,62.29281768,54,4.0135,6.3873,4.0734,0.492196165,1.6263,0.1893,1.0774,0.8909,0.001,36.72,6.91,12.92,32,7.1127,668,61.2905,10.75650739,953.9368,126.63
TtID_6128921,6128921,No,SomeStrs,Strs,,,,,,110.2,124,,8.675,90.5,274.28571,,210,,,,,6.55,,,17.3,0.728,0.047,,8.9328,67.21546961,54.0044,6.2682,33.7406,4.0184,0.648550545,1.8459,0.2178,0.7339,0.8166,0.575532,53.12,6.3,12.67,20.64,8.8547,668,46.0737,10.70886369,855.7113,7.173
TtID_6128941,6128941,No,Strs,Strs,,,,,,,,,,,396.5,,1095,,,,,,,,,,,,8.9313,60.73756906,55,2.35,5.89,4.0395,0.535739719,1.8438,0.1801,0.7371,0.96,0.426804,41.55,7.88,14.09,27.94,5.4635,668,70.9395,10.59318835,883.0781,30.8484
TtID_6128953,6128953,No,Strs,Strs,,,,,,,,,,,9.5,,62.5,,,,,,,,,,,,8.7641,69.11160221,54.1559,6.1186,36.876,4.0345,0.63347566,1.6136,0.211,1.0791,2.3676,0.001,48.93,11.09,20.76,15.76,8.7803,668,39.2688,10.79240529,865.0759,10.8216
TtID_6128971,6128971,No,Strs,Strs,,,,,,,,,,,237.75,10,25,,,,,,,,,,,,8.9667,62.6198895,54,2.35,5.3081,4.0372,0.531390409,1.8926,0.18,0.6646,0.96,0.001,38.96,10.12,17.64,26.28,4.7775,668,64.8037,10.60660744,865.9365,34.7805
TtID_6128997,6128997,No,Strs,Strs,,,,,,,,,,,28.5,,75,,,,,,,,,,,,8.7641,74.60552486,54.954,3.6792,7.348,4.0363,0.603490309,1.6136,0.18,1.0791,0.7798,0.001,39.82,16.96,29.31,13.86,4.7967,668,60.7622,10.64452787,984.6782,14.139
TtID_6129001,6129001,No,SomeStrs,Strs,,,,,,,,,,,1227.46667,120,,,,,,,,,,,,,8.9743,62.83701657,54,5.9484,14.7695,4.0344,0.55734055,1.9061,0.2369,0.6653,1.4771,0.418838,25.97,13.16,24.28,29.01,7.0514,668,44.5968,10.68885474,885.0073,4.086
TtID_6129479,6129479,No,SomeStrs,Strs,,98,1.14,53.75,,108.6,242,0.91,6.5,71.5,83.8,,,,740,0.57,111,6.35,1.66667,,15.225,1.038,0.059,8,8.7641,59.48453039,54.9717,2.35,30.3739,3.9899,0.618360945,1.6136,0.18,1.0791,0.96,0.085808,30.09,13.88,28.66,25.67,7.1542,668,72.09,9.896279311,934.3219,5.4108
TtID_6129491,6129491,No,Strs,Strs,,,,,,,,,,,20,,,,,,,,,,,,,,8.7641,50.75248619,55.831,2.5569,39.7212,4.0758,0.594370559,1.6136,0.1914,1.0791,0.9522,0.265798,43.59,14.49,26.38,13.77,7.6317,668,66.4792,9.909048825,899.5082,55.8027
TtID_6129497,6129497,No,Strs,Strs,,,,61.6,,83.2,274,,7.5,82,555.16667,,,,,,,6.8,,,19,0.91,0.043,,8.7641,46.8,55,2.35,24.8867,3.968,0.609629696,1.6136,0.18,1.0791,0.96,0.166073,35.26,14.49,27.98,23.04,7.5144,668,72.09,9.946373301,921.1579,44.9208
TtID_6129503,6129503,Yes,SubRef,Ref,,,,42.75,,104,239.33333,,3.2,33.33333,,,,,,,,6.33333,,,17.56667,0.975,0.048,,8.7641,59.40773481,55.2254,5.6986,40.6037,4.0848,0.753168703,1.6136,0.2151,1.0791,0.8203,0.247271,52.13,4.6,9.46,30.68,7.0281,668,51.5136,9.967600641,993.4021,5.913
TtID_6129507,6129507,No,Strs,Strs,,,,,,,,,,,,,,,,,,,,,,,0.05467,,8.7641,49.61767956,54.0115,2.3504,23.1701,3.8409,0.590845552,1.6136,0.1799,1.0791,0.9658,0.001,38.89,11,21.08,25.38,5.9229,668,72.0719,10.0210602,961.3828,101.07
TtID_6129511,6129511,No,Strs,Strs,,,,68.5,51.6,42.7,290.97436,,6.7359,74.12821,413,1176,1205.71429,,,,,6.52308,,,20.34103,0.613,0.03767,,9.1523,57.81546961,55.0213,2.8586,40.6654,4.0996,0.543608291,1.6836,0.1806,1.1322,0.9,0.020387,22.56,22.06,40.42,19.45,4.6412,668,67.6166,9.998707961,990.6163,17.3061
TtID_6129519,6129519,No,SomeStrs,Strs,,36.66667,1.2,71,,71.6,281.75,1.9,7.65556,84.77778,198.66667,117.66667,72.85714,,570,0.38333,92,6.85,1.66667,,19.49,0.54929,0.02093,5,8.7641,53.17237569,55.5467,2.35,24.5113,3.9658,0.548292029,1.6136,0.1859,1.0791,0.96,0.046975,39.68,13.45,24.19,21.69,8.2623,668,72.0147,10.05206074,908.8158,113.0418
TtID_6129523,6129523,No,Strs,Strs,,,,78.6,,53,367.5,,7.15,86,596.33333,,,,,,,7,,,23.8,0.518,0.029,,8.7641,52.53646409,54.8472,2.35,22.8194,3.9247,0.535173509,1.6136,0.18,1.0791,0.96,0.001,35.18,16.08,28.26,21,6.7632,668,72.09,10.05765263,901.0199,179.4384
TtID_6129529,6129529,No,Strs,Strs,910.96533,,,79.5,,56,356.2,,7.26667,80.04762,4231.11765,174.66667,155.71429,51.25,,,,6.88,,,20.32381,1.74333,0.04923,,8.7641,51.51270718,55,2.3854,22.6405,3.9289,0.536095982,1.6136,0.1847,1.0791,0.9585,0.117241,35.5,15.54,27.47,21.71,7.924,668,71.4811,10.10868735,883.3987,191.4597
TtID_6129531,6129531,No,SomeStrs,Strs,,42.33333,0.98333,43.4,,92.8,242,1.09333,5.13333,58.66667,4101.8,,,,946.66667,0.78333,256.66667,6.6,1,,19.98,1.114,0.185,5,8.7641,71.32928177,54.6243,2.5376,18.8105,3.8251,0.645471252,1.6136,0.1786,1.0791,0.9365,0.057153,9.23,20.31,34.01,42.5,4.4408,668,69.8924,10.03357988,942.3738,4.896
TtID_6129565,6129565,No,Strs,Strs,,,,,,,,,,,105.375,,,,,,,,,,,,,,8.82,52.49779006,54.221,5.4955,12.8281,3.8698,0.533713719,1.6907,0.2155,0.9646,0.8306,0.153816,34.91,15.66,27.67,22.07,7.3944,668,52.933,10.25211867,886.0434,220.9194
TtID_6129569,6129569,Yes,SubRef,Ref,,123.33333,0.79333,16,,121,78.33333,0.75667,7.3,82.66667,741.71429,,715,,736.66667,0.66333,42.33333,6.2,1,,20.28,0.77,0.0392,5.06667,8.857,56.77845304,53.8473,5.6114,40.0321,4.032,0.688563555,1.7415,0.1918,0.889,1.4822,0.268239,51.27,3.01,5.97,33.36,7.3635,668,51.6665,10.26022855,927.4857,23.4459
TtID_6129577,6129577,No,Strs,Strs,,,,,,,107,,9.7,84,,,,,,,,6,,,9.7,,,,8.7641,54.62486188,54.9251,6.2828,15.8377,4.0544,0.666346621,1.6136,0.2033,1.0791,0.7972,0.213941,49.6,3.08,6.07,33.26,7.4154,668,48.5155,10.48912805,910.5419,36.5445
TtID_6129579,6129579,No,SomeStrs,Strs,,,,,,,,,,,86.5,,,,,,,,,,,,,,8.8633,58.83149171,54.9956,6.2952,32.0513,4.0867,0.585370978,1.7502,0.2174,0.8761,0.7956,0.001,43.45,3.65,7.46,35.16,7.122,668,47.0813,10.46252941,887.3992,6.4044
TtID_6129585,6129585,No,SomeStrs,Strs,,,,,,263,110.75,,7.95,82.75,368.33333,,,,,,,6.2625,,,17.1625,1.26,0.0328,,8.7641,58.58287293,54.6832,5.5045,14.8425,4.0474,0.571954684,1.6136,0.2085,1.0791,0.8277,0.177712,29.72,4.18,8.68,43.97,7.7226,668,52.2139,10.60247775,902.7988,6.8976
TtID_6129601,6129601,No,Strs,Strs,,,,,,,,,,,751,630,,,,,,,,,,,,,9.5041,67.52044199,55.5967,2.591,14.1899,4.0696,0.521377073,1.8678,0.1628,1.0461,1.1834,0.139112,20.34,31.22,47.37,19.39,4.0864,668,70.3129,10.68232333,884.8204,24.264
TtID_6129603,6129603,No,Strs,Strs,99.984,,,19.54545,,372,106.52667,,3.92308,41.76923,60,47.5,66.16667,12.66667,,,,5.59333,,,19.66667,0.692,0.08945,,11.1115,38.6878453,53.9984,4.6805,21.3382,3.9121,0.65541933,2.837,0.1991,2.1258,0.8657,0.001,54.53,3.75,7.69,26.26,15.0222,668,57.4196,10.21858297,932.7203,43.3458
TtID_6129605,6129605,No,Other,Other,99.984,,,10,,,46.55,,8.8,101.5,6.25,41,18.75,7.2,,,,5.3,,,24.3,,0.155,,14.2833,37.15524862,54,4.7399,37.1515,3.9546,0.718272313,4.49,0.2123,3.54,0.8629,0.780196,59.12,2.26,4.71,27.32,14.9413,668,56.2948,10.33439923,874.4689,18.7578
TtID_6129617,6129617,No,Strs,Strs,,,,,,63,561.42857,,6.05714,66,2859.11111,1300,7900,,,,,6.72857,,,19.4,,,,9.7166,68.90165746,55.6597,2.35,7.7913,4.067,0.523014104,1.9407,0.1786,1.0366,0.96,0.012539,20,30.6,46.4,20.35,5.0459,668,72.09,10.73958124,904.4984,26.2602
TtID_6129619,6129619,No,Other,Other,,,,,,316,107.4,,6.91111,71.77778,319.23077,,,,,,,5.84444,,,17.73333,1.04,0.0448,,8.7644,55.70883978,54.1708,4.3682,22.3898,4.0329,0.633043878,1.6141,0.2088,1.0784,0.8755,0.178245,38.52,5.53,11.3,36.41,7.812,668,58.6517,10.59541949,965.2997,19.035
TtID_6129667,6129667,No,HighStrs,Strs,,,,,,240,135.375,,7.225,82,64.28571,,290,,,,,6.4875,,,21.5625,1.104,0.1026,,8.9667,60.3558011,54.6214,4.8467,14.9695,4.0402,0.543538088,1.8926,0.1951,0.6646,0.8513,0.604501,42.42,6.98,12.81,28.37,6.43,668,57.5241,10.59942147,883.4078,29.7828
TtID_6129669,6129669,No,Strs,Strs,,,,,,,110.25,,7.6,74,54.5,,283.5,,,,,6.6,,,15.2,,,,8.9667,64.11325967,55,2.35,11.6247,4.0402,0.634750733,1.8926,0.1867,0.6646,0.96,0.756043,51.78,7.41,14.67,19.75,6.3783,668,67.0344,10.61293745,890.65,7.9794
TtID_6129675,6129675,No,Strs,Strs,,21.45,1.425,67.33333,,55.2,289.27273,1.45,8.04,85.3,818.76129,,,,343.5,0.27,39.05,6.73636,2,,17.81538,1.94444,0.06989,5,8.9227,69.36464088,54.174,6.3821,18.5994,4.045,0.59839192,1.8337,0.2201,0.7536,1.0199,0.430031,33.33,16.55,29.74,20.51,7.6378,668,45.7757,10.68478,937.3796,6.7302
TtID_6129677,6129677,Yes,BestRef,Ref,,,,5.895,,180.5,40.58421,,8.68947,93.26316,5,490,43,,,,,5.04211,,,17.80952,0.3765,0.0191,,14.2744,40.19116022,53.6287,5.7311,48.1906,4.0054,0.826835702,4.4854,0.2143,3.536,0.8202,0.881391,76.72,1.2,1.89,17.91,14.8901,668.6713,50.1691,10.69297107,828.5827,11.1537
TtID_6129861,6129861,No,Strs,Strs,,,,,,,,,,,189.25,,,,,,,,,,,,,,8.7641,76.19060773,54,2.35,36.6884,4.0951,0.578260101,1.6136,0.1765,1.0791,0.9572,0.001,26.14,27.13,40.74,23.62,6.6529,668,70.0922,10.15215071,892.0526,9.5013
TtID_6129913,6129913,No,HighStrs,Strs,,,,,,,,,,,483,130,,,,,,,,,,,,,9.8535,60.92099448,54,2.35,23.1311,4.1071,0.453264378,1.9877,0.1728,1.0305,0.96,0.001,32.23,22.85,37.05,11.19,3.8422,668,71.9699,10.39487553,958.4737,32.6637
TtID_6129915,6129915,No,HighStrs,Strs,,60.9375,0.9125,99,39.4,25.2,542.52,9.5375,7.684,81.68,267.08333,278,355.71429,,494.625,2.83125,190,6.876,1,,19.104,3.66,0.1327,13.25,9.8952,58.55856354,54.8427,3.1286,25.7204,4.1062,0.479120044,2.0021,0.1253,1.0287,1.9072,0.298997,25.15,27.18,44.62,12.33,5.0458,668,66.9433,10.39702766,1074.6635,112.5909
TtID_6129989,6129989,No,Strs,Strs,,,,107.5,,,,,,,,,,,,,,,,,,,0.175,,9.4552,58.57624309,55.3672,3.1029,18.2623,4.0995,0.480586521,1.851,0.1554,1.0483,0.9271,0.001,25.04,27.24,44.44,12.66,5.1674,668,68.2774,10.51091123,1101.0681,124.3593
TtID_6130145,6130145,No,Strs,Strs,,,,,,,,,,,9,,9,,,,,,,,,,,,8.9667,66.66629834,54,6.44,17.1858,4.0402,0.649822196,1.8926,0.22,0.6646,0.79,0.963963,53.39,6.21,12.48,20.48,7.831,668,46.215,10.65556903,823.6,7.281
TtID_6130231,6130231,No,Strs,Strs,,,,,,,,,,,425,20.5,,,,,,,,,,,,,8.7772,61.84861878,54.1319,2.35,7.3863,4.0364,0.531441534,1.6317,0.18,1.0523,0.96,0.001,40.66,8.65,15.34,27.24,4.8943,668,71.7507,10.60152893,975.6159,32.4531
TtID_6130275,6130275,No,Strs,Strs,,,,,,,,,,,1300,,4500,,,,,,,,,,,,8.8652,62.60939227,54,4.2937,6.6972,4.0407,0.534317544,1.7529,0.1961,0.8721,0.8796,0.001,37.27,11.35,19.52,25.08,4.9302,668,60.5531,10.62095364,1093.8188,36.6327
TtID_6130615,6130615,No,Strs,Strs,,,,,,,,,,,633.52,,,,,,,,,,,,,,8.7641,64.87734807,55,3.0831,20.1519,4.0683,0.530272351,1.6136,0.2095,1.0791,0.9272,0.001,22.93,29.8,53.18,4.93,5.7657,668,64.8098,10.63158685,853.8835,1.2051
TtID_6144231,6144231,No,SomeStrs,Strs,333.28,,,10,,,78,,8.7,,,,20,10,,,,6.3,,,12.7,,0.05,,14.2075,47.72872928,53.0151,6.44,287.907,4.7371,0.659828812,1.98,0.22,2.2759,0.79,2.408343,57.37,7.01,12.74,11.69,100.8165,689,45.66,8.812925038,787.705,8.8074
TtID_6144235,6144235,No,SomeStrs,Strs,366.608,,,11,,,105,,9.1,,,,140,14,,,,6.5,,,12.4,,0.05,,14.2075,47.89116022,53.1783,6.44,269.2465,4.7277,0.64386426,1.98,0.22,2.2759,0.79,0.497213,57.65,7.06,13.22,12.05,94.4239,689,45.66,8.811906063,828.1971,11.2545
