WaterbodyID,COMID_Final,Outlier_COMID,DIST_Catv2,DistCat_trim,Alkalinity_uEqL,Aluminum_ugL,Arsenic_ugL,Chloride_mgL,Color_Apparent_PCU,Color_True_PCU,Conductivity_uScm,Copper_ugL,DO_mgL,DO_SAT_pct,E_coli_CFU100mL,Enterococcus_CFU100mL,Fecal_Coliform_CFU100mL,Hardness_mgL,Iron_ugL,Lead_ugL,Manganese_ugL,pH_None,Selenium_ugL,Sodium_mgL,Temperature_Water_DegC,TN_mgL,TP_mgL,Zinc_ugL,Al2O3Cat,AvgPredEC,BFICat,ClayCat,ElevCat,InorgNWetDep_2008Cat,IWI_v2_1,K2OCat,KffactCat,Na2OCat,OmCat,pcSLOPE,PctForest2019Ws,PctImp2019Ws,PctUrban2019Ws,PctWetland2019Ws,RockNCat,RunoffCat,SandCat,TmeanCat,WetIndexCat,WsAreaSqKm
TtID_6123737,6123737,No,Strs,Strs,,,,67.2,,162.5,251.88889,,6.94706,75.64706,144.2,,103.75,37,,,,6.54444,,,19.52941,0.90111,0.0708,,8.7641,60.30939227,53.1877,2.385,18.3059,3.7158,0.462787678,1.6136,0.1817,1.0791,0.968,0.185258,27.56,13.94,25.68,23.06,13.5502,668,71.7642,10.00169279,871.1446,90.7461
TtID_6123739,6123739,No,Strs,Strs,,,,,,,,,,,207.33333,,,,,,,,,,,,,,8.7641,63.44640884,53.9988,2.35,16.2573,3.7542,0.489511743,1.6136,0.18,1.0791,0.96,0.065029,21.68,32.25,50.98,12.83,13.1049,668,72.09,10.00536526,862.1566,105.0201
TtID_6123745,6123745,No,,Unknown,,,,,,,,,,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,
TtID_6123965,6123965,No,SomeStrs,Strs,,,,,,,,,,,1237.8,,,,,,,,,,,,,,8.7641,64.19944751,53,4.3098,37.1712,3.7217,0.680060009,1.6136,0.1875,1.0791,1.3303,0.498123,40.04,9.75,19.26,23.77,13.4899,668,59.2386,10.00983819,846.1859,1.3554
TtID_6123979,6123979,No,Strs,Strs,,,,,,,268.2,,5.13636,53.90909,175.42857,,510,,,,,6.36,,,18.28182,0.9625,0.0386,,9.2542,59.64972376,53.7622,4.5678,40.2656,3.7613,0.639715353,1.8043,0.1891,1.2618,1.3744,0.18859,33.96,20.18,33.64,17.67,8.6656,668,58.2911,9.991110124,882.8003,21.0006
TtID_6123981,6123981,No,Strs,Strs,,34,1.16667,117.22222,,72.75,461.42857,2.13333,4.65714,52.85714,259.41667,90,32,,756.66667,0.70667,470,6.68571,2,,19.78889,0.678,0.0454,5.56667,8.7641,60.67403315,53,4.7436,25.8436,3.6298,0.54707264,1.6136,0.1881,1.0791,1.4044,0.070462,20.81,25.69,44.32,18.25,14.1792,668,57.6275,10.06503091,888.2493,27.4005
TtID_6123995,6123995,No,Strs,Strs,,,,164,,27.66667,653.11111,,4.74118,52.35294,2352.5,,910,88,,,,7.28889,,,19.64118,4.35556,0.1323,,8.7641,64.30220994,53,2.35,23.1532,3.7478,0.419363199,1.6136,0.18,1.0791,0.96,0.018335,12.49,45.14,68.09,7,11.2638,668,72.09,9.946757314,908.0281,51.9912
TtID_6123999,6123999,No,,Unknown,,,,,,129.5,,,,,,,,,,,,,,,,1.12333,0.10283,,,,,,,,,,,,,,,,,,,,,,,
TtID_6124011,6124011,No,,Unknown,,,,,,114.625,,,,,,,,,,,,,,,,0.86353,0.10265,,,,,,,,,,,,,,,,,,,,,,,
TtID_6124015,6124015,No,,Unknown,,,,,,60.04762,,,,,,,,,,,,,,,,0.60304,0.04404,,,,,,,,,,,,,,,,,,,,,,,
TtID_6124019,6124019,No,Strs,Strs,,70.33333,1.16667,109.33333,,87.5,412.28571,2.1,4.84286,55.42857,179.66667,95,65,,673.33333,0.61667,122.33333,6.7,2,,19.97778,0.658,0.045,5.63333,8.7641,57.51104972,53.2424,2.3591,20.8139,3.7041,0.58205945,1.6136,0.18,1.0791,0.9628,0.066798,29.98,19.44,34.3,21.15,14.5719,668,71.8068,10.04242481,889.5064,42.3207
TtID_6124021,6124021,No,HighStrs,Strs,155.53067,,,15.66667,,,102.42,,8.42,101.8,3.5,5,3.5,14,,,,6.72,,,26.08,,0.15667,,8.7641,66.02154696,54,2.35,16.2431,3.7368,0.405881623,1.6136,0.18,1.0791,0.96,0.001,23.33,7.75,15.43,24.67,14.4559,668,72.09,10.05144161,930.1725,35.2368
TtID_6125155,6125155,No,Strs,Strs,,,,,,,,,,,416,,,,,,,,,,,,,,15.7776,66.5480663,55,5.1526,64.9979,3.8226,0.479457687,1.863,0.1902,3.3056,1.3525,1.684281,8.7,42.74,73.01,3.78,7.3106,656.2251,54.096,9.946474985,852.7107,1.8108
TtID_6125163,6125163,No,Strs,Strs,,,,,,,,,,,4782,,,,,,,,,,,,,,15.2722,55.45248619,55,4.1805,48.1274,3.7988,0.487844883,3.3099,0.1748,3.4745,0.9772,0.330689,16.11,39.19,63.52,7.65,8.2455,666.5323,58.5658,9.982291625,873.5274,6.1983
TtID_6125177,6125177,No,Strs,Strs,,,,,,,,,,,8046.40909,480,,,,,,,,,,,,,14.7451,56.22375691,54.8358,4.7225,48.0369,3.7639,0.451624186,3.7425,0.16,3.4087,0.6791,0.323678,9.81,48.14,74.89,5.11,7.6353,668,52.7307,9.981261914,866.1875,10.8036
TtID_6125187,6125187,No,Strs,Strs,,,,,,,,,,,3223.825,,,,,,,,,,,,,,8.7641,69.44640884,55,4.71,32.2386,3.7949,0.434557145,1.6136,0.16,1.0791,0.64,0.001,8.25,49.38,77.53,4.43,7.3126,668,52.5,9.981259854,922.6086,14.697
TtID_6125199,6125199,No,HighStrs,Strs,,7.53333,1.14,160,,23.2,404,2.33333,6.8,78.5,952.65,,,,316.66667,0.24333,156,6.5,1.66667,,17.5,0.974,0.0268,6.8,13.5387,66.14972376,54.9565,5.0279,50.7032,3.8292,0.456811226,3.0489,0.1731,2.8794,0.6672,0.3135,17.7,39.79,58.78,7,7.1276,668,51.1136,9.955748065,892.6565,18.7146
TtID_6125211,6125211,No,Strs,Strs,,,,145.4,,28.66667,524.88889,,6.44667,69.2,12912.51667,1400,1575,,,,,6.7,,,18.46,1.53111,0.0777,,9.9677,68.98563536,54.9744,4.7568,37.2115,3.7931,0.425571581,2.0421,0.1605,1.5479,0.7755,0.426568,7.48,51.46,79.38,3.89,7.1801,668,53.0446,9.97449078,864.1367,16.7121
TtID_6125213,6125213,No,Strs,Strs,,,,158.8,,16.33333,517.33333,,8.19333,88.8,1637.94815,,1537.5,,,,,6.94444,,,19.06,1.14222,0.0486,,8.7641,59.52320442,54.5442,4.71,36.0306,3.8124,0.434885367,1.6136,0.16,1.0791,0.64,0.395755,15.53,43.93,63.54,6.11,7.0967,668,52.5032,9.9638789,897.2214,21.4299
TtID_6125259,6125259,No,SomeStrs,Strs,299.952,,,24.5,,,115.57143,,8.29231,84.84615,45.83333,2590,75.66667,21,,,,6.18571,,,16.64615,0.615,0.024,,15.0795,38.42872928,54.484,5.91,67.6116,4.0286,0.719865761,3.8616,0.213,3.5389,0.8105,0.849078,48.82,7.84,16.44,24.54,6.7967,668,48.9631,9.814014197,828.1315,7.2657
TtID_6125281,6125281,No,Strs,Strs,,25.33333,1.08333,77.22222,,67.8,286.54545,1.09333,7.31765,77.94118,220.73333,,123.75,,476.66667,0.21333,150,6.33636,1.66667,,17.67895,0.61143,0.01913,5,15.0768,50.3160221,55.2384,2.4687,70.3901,4.0442,0.588600042,3.791,0.1802,3.5222,0.9544,0.27559,32.13,15.63,31.08,19.63,6.3515,668,71.0932,9.80489959,860.4484,17.1108
TtID_6125309,6125309,No,Strs,Strs,,6.1,1.16667,156.77778,,23.25,530.66667,2.93333,6.71111,72.83333,6503.47143,,1600,,383.33333,0.50667,171,6.75,2,,18.645,1.45214,0.05907,11.2,8.7641,65.17237569,53.0526,4.2348,28.5904,3.7895,0.407335124,1.6136,0.1784,1.0791,0.9449,0.126475,11.41,47.37,70.7,5.82,9.848,668,58.5764,9.959903039,945.1869,46.8639
TtID_6125353,6125353,No,Strs,Strs,,,,,,,,,,,20,,,,,,,,,,,,,,10.4656,47.31767956,55.4126,3.3499,58.9406,4.0881,0.66090363,2.1556,0.1836,1.6503,0.988,0.048092,52.21,11.18,20.34,14.09,12.5522,668,65.2083,9.810120124,802.9147,14.9643
TtID_6125405,6125405,No,Strs,Strs,,,,,15,15,317.625,,7.6875,81.20833,27.41667,61.2,238,,,,,6.72917,,,18.55833,0.632,0.01362,,9.5189,50.37292818,56.0858,3.8937,83.3865,4.1577,0.585965195,1.7496,0.2069,1.1824,0.8956,0.235294,38.09,18.02,29.81,8.43,12.2507,668,61.4992,9.794631503,850.5651,7.9974
TtID_6125417,6125417,No,Strs,Strs,,,,46.2,,59,227.75,,7.65,85,394.5,,,,,,,6.725,,,19.975,0.7,0.01954,,8.7567,47.10276243,52.3317,2.676,34.3116,3.9274,0.616075505,1.6146,0.202,1.0732,0.9464,0.158213,44.53,7.87,15.59,23.45,9.5216,668,67.1805,9.93745196,903.0823,23.1984
TtID_6125419,6125419,No,Strs,Strs,,52.7375,0.8125,,15.8,15,365.55556,23.6375,7.02778,69.94444,334.1,193,262.6,,8085.375,0.44125,790,6.48333,1,,15.83889,0.652,0.0279,43.25,9.8778,50.38232044,56,2.5043,64.1914,4.1576,0.5630217,1.8142,0.2081,1.2316,0.9536,0.418136,36.28,19.6,32.4,7.99,12.6879,668,66.0226,9.836079458,928.9906,8.4366
TtID_6125435,6125435,No,Strs,Strs,,20.66667,1.14667,108.77778,,43,415.18182,2.13333,7.62632,86.26316,195.73333,,26.25,,386.66667,0.38,140,6.78182,1.66667,,20.42857,0.78714,0.02347,5,8.7641,52.03480663,55.1197,4.322,40.9179,4.0276,0.521538961,1.6136,0.2056,1.0791,0.8788,0.306755,25.86,24.35,42.32,15.69,6.5032,668,58.5468,9.839449316,938.4398,34.1523
TtID_6125453,6125453,No,Strs,Strs,,20.4,1.16667,94.5,,40,385,2.1,6.6,76,119.2,,,,330,0.34333,100.33333,6.8,2,,19.24,0.902,0.032,5.76667,8.7641,54.5640884,52.7149,2.9629,22.3019,3.8294,0.533488755,1.6136,0.1716,1.0791,3.5979,0.038092,31.91,21.43,36.2,17.44,12.3691,668,71.1476,9.940729123,970.7593,56.3112
TtID_6125723,6125723,No,Strs,Strs,766.544,,,105.66667,,,382,,5.79412,63.23529,121.66667,450,218,52,,,,6.59091,,,20.24706,0.415,0.01812,,8.7641,49.4160221,55,3.4106,52.0114,4.09,0.605111081,1.6136,0.1817,1.0791,0.9136,0.208388,45.04,14.54,25.95,13.34,7.683,668,64.606,9.843665539,887.5199,49.2804
TtID_6125855,6125855,No,Strs,Strs,666.56,,,116.66667,,,465.33333,,7.35,84.66667,61.66667,258.33333,118.33333,50.66667,,,,6.61667,,,23.25,,0.02667,,8.7641,53.80055249,55.2894,5.1278,50.5515,4.047,0.520237961,1.6136,0.2133,1.0791,0.8445,0.718832,26.41,23.78,41.79,15.07,4.3393,668,53.7387,9.807572503,937.7401,30.4002
TtID_6125937,6125937,No,Strs,Strs,,,,,,,,,,,332,,,,,,,,,,,,,,8.7641,69.53922652,55,4.71,31.4294,3.7949,0.433770032,1.6136,0.16,1.0791,0.64,0.001,8.22,49.39,77.57,4.42,7.3098,668,52.5125,9.987838371,898.2157,14.7429
TtID_6126423,6126423,No,Strs,Strs,,74.66667,1.24,87.77778,,159.33333,362.2,2.26667,6.14,70.2,633.72727,,,,1070,0.78667,210,6.52,2,,20.21429,1.86,0.093,6.2,8.7641,60.97900552,53.6843,2.8685,20.926,3.7712,0.513930984,1.6136,0.1824,1.0791,1.056,0.044129,27.03,16.72,28.81,27.75,11.0852,668,68.9651,10.02189064,868.0787,157.1958
TtID_6126425,6126425,No,Strs,Strs,,,,122.6,,99.25,512.88889,,5.97059,64.82353,315.6,,510,,,,,7.06667,,,19.27647,3.25556,0.0968,,8.7641,59.33480663,53.4952,2.35,11.4757,3.7448,0.47876381,1.6136,0.18,1.0791,0.96,0.001,24.46,23.61,39.11,17.61,13.5381,668,72.09,10.0300262,980.8086,199.0908
TtID_6126427,6126427,No,Strs,Strs,,,,85.6,,179.25,354,,7.05,78.5,363.33333,,,,,,,6.575,,,20.1,0.84,0.069,,8.7641,62.17679558,53.9525,2.4678,20.5066,3.7616,0.506832136,1.6136,0.1821,1.0791,0.9789,0.09772,26.69,16.63,28.47,28.51,8.5288,668,70.8518,10.0253957,848.9246,146.8035
TtID_6126435,6126435,No,Strs,Strs,,,,42.2,,143,191,,3.8,40.33333,362.83333,,,,,,,6.16667,,,19.06667,0.61,0.0626,,8.7641,59.69834254,53.0056,3.0285,11.2337,3.7592,0.460627162,1.6136,0.1839,1.0791,1.1599,0.070384,36.44,5.9,11.03,26.21,14.4913,668,70.2733,9.998194748,992.8678,91.9224
TtID_6126439,6126439,No,Strs,Strs,,,,72.2,,101.6,295.625,,6.24,67.73333,97.2,,66.25,,,,,6.7625,,,19.57333,1.41778,0.0748,,8.7641,54.84254144,54.5127,5.7521,18.1343,3.8135,0.438222585,1.6136,0.1985,1.0791,1.1887,0.001,31.76,13.71,23.72,22.09,13.9143,668,61.6548,10.03619062,892.8135,702.1629
TtID_6126587,6126587,No,Strs,Strs,,,,,,,410.75,,6.16,67.5,522.5,,567.5,,,,,6.85,,,19.76,3.925,0.1004,,8.7641,60.31325967,53.2321,3.7697,14.5931,3.7555,0.49021882,1.6136,0.1874,1.0791,1.0189,0.001,25.74,20.42,34.36,22,14.8626,668,68.8159,10.0241811,877.2845,364.2255
TtID_6126589,6126589,No,Strs,Strs,587.065,46.8,,74.255,,81.5,367.945,,,,,,,,,,,7.395,,45.58,,2056,79.8622,,8.7641,57.19060773,53.7186,7.4735,13.3974,3.7763,0.427729366,1.6136,0.21,1.0791,1.2166,0.001,27.92,16.76,28.48,23.23,14.393,668,59.4028,10.00591057,955.1193,484.4628
TtID_6126609,6126609,No,HighStrs,Strs,424.00622,18,0.5,39.2,,57.66667,139.66129,0.74,4.81552,52.93103,333.64706,,119.33333,23.84583,185,0.22,68,6.0569,1,,20.47667,0.45867,0.05277,5,9.0122,52.1,53.8321,3.4117,21.533,3.8459,0.524909308,1.743,0.1833,1.1897,1.3075,0.032743,41.4,6.25,11.8,18.45,15.3277,668,65.6589,10.02628987,866.5444,181.7703
TtID_6126613,6126613,No,Strs,Strs,,,,,,,79,,0.2,3,,,,,,,,5.6,,,19.4,,,,10.6193,57.0198895,53.9179,2.9359,26.5662,3.8704,0.445981082,2.5805,0.1806,1.9063,1.0689,0.244849,40.55,6.06,11.63,19.08,15.1828,668,68.8039,10.07833185,873.7458,22.8798
TtID_6126615,6126615,No,HighStrs,Strs,199.968,,,,,,93.52,,5,56.55556,,,40,13.7,,,,5.88889,,,22.31111,,0.025,,8.7641,50.06353591,53.7506,2.35,21.8283,3.9628,0.63377953,1.6136,0.1752,1.0791,0.96,0.134093,41.96,5.01,9.66,18.04,14.665,668,72.09,10.07615953,896.3244,132.0633
TtID_6127961,6127961,No,Strs,Strs,,,,,,,,,,,121,,,,,,,,,,,,,,10.3925,51.62154696,55.899,4.0665,68.5127,4.1577,0.559930619,1.9069,0.195,1.302,0.8966,0.535353,34.47,19.69,32.88,8.21,13.3871,668,57.1418,9.838727795,888.6218,9.1764
TtID_6127971,6127971,No,HighStrs,Strs,,,,,,,,,,,48.5,,,,,,,,,,,,,,10.3925,51.6801105,56,6.44,55.9425,4.1577,0.531725053,1.9069,0.18,1.302,0.79,1.213414,33.79,19.88,33.24,8.02,12.0189,668,45.9925,9.868807793,1081.9583,9.4095
TtID_6128003,6128003,No,Strs,Strs,,,,,,,229.5,,6.31667,68.16667,140,220,250,,,,,6.16667,,,19.75,,,,8.9472,60.77237569,55.4581,2.3541,56.2766,4.123,0.555332274,1.6466,0.1841,1.1041,0.96,0.82885,26.16,23.07,42.15,8.03,9.5002,668,71.5409,9.872827363,892.4378,6.3648
TtID_6128009,6128009,No,Strs,Strs,,42.66667,1.16667,103.5,,80.375,427.66667,1.1,1.73333,19,103.8,,,,623.33333,0.28333,368.66667,6.38333,2,,18.7875,0.68667,0.05956,5.2,8.7641,55.90939227,53.8843,3.2343,18.6866,3.8166,0.529123708,1.6136,0.0946,1.0791,4.853,0.106172,31.31,20.96,35.4,18.94,13.1857,668,70.8264,9.952512601,1349.5486,57.9456
TtID_6128019,6128019,No,Strs,Strs,,,,,,,,,,,586,366.66667,615.4,,,,,,,,,,,,9.9605,53.8160221,55.1216,6.44,68.7211,4.1333,0.476405144,1.8291,0.2199,1.2429,0.79,0.033596,27.69,27.53,44.16,6.83,10.4135,668,45.6831,9.858974322,881.3128,14.1192
TtID_6128021,6128021,No,Strs,Strs,,,,,40,30.85714,169.78182,,7.26667,69.41667,1520.14286,,,,,,,6.425,,,14.83333,0.74,0.04433,,9.984,66.34198895,55.3018,6.4329,88.4537,4.1454,0.548973848,1.8333,0.22,1.2461,0.7905,1.234675,34.15,18.15,32.52,8.33,15.1104,668,46.1779,9.787626862,836.166,3.3714
TtID_6128031,6128031,No,HighStrs,Strs,655.45067,,,96,,,378.5,,6.76667,81.33333,26.66667,186.66667,140.33333,38.33333,,,,6.96667,,,25.56667,,0.03633,,8.7641,55.73259669,55,2.35,30.8879,4.0027,0.536786029,1.6136,0.18,1.0791,0.96,0.298537,25.2,21.52,37.28,18.77,7.0373,668,71.8817,9.904630904,963.731,52.6482
TtID_6128033,6128033,No,Strs,Strs,,,,,,,,,,,164,615,435,,,,,,,,,,,,8.7641,54.06243094,55.3626,4.9521,41.5499,4.0576,0.535612789,1.6136,0.1825,1.0791,0.8518,0.288832,25.18,27.46,43.19,19.68,7.9031,668,55.4758,9.882078468,912.1621,9.8739
TtID_6128035,6128035,No,Strs,Strs,,,,,30.8,22.4,318.54167,,6.45833,66.91667,701.92857,448,550,,,,,6.70833,,,18.4125,0.754,0.0604,,10.3887,56.21381215,55,6.44,62.1207,4.1241,0.491599297,1.9088,0.22,1.3003,0.79,0.138138,27.8,27.03,43.71,7.31,9.6862,668,45.66,9.936393705,939.5062,18.8685
TtID_6128041,6128041,No,SomeStrs,Strs,,,,34.6,,76.75,164,,5.625,64,669,,,,,,,6.525,,,21.375,0.508,0.0322,,8.7641,47.31049724,54,2.9079,24.6656,3.9217,0.58939715,1.6136,0.1815,1.0791,0.9343,0.001,45.67,7.26,14.62,22.53,7.5543,668,68.5147,9.943693231,954.3143,30.8232
TtID_6128045,6128045,No,Strs,Strs,,,,,,,,,,,54,,,,,,,,,,,,,,10.3925,56.21767956,55,6.44,47.5115,4.1156,0.492483425,1.9069,0.22,1.302,0.79,2.340659,26.83,26.61,43.5,7.7,7.0372,668,45.66,9.952879352,909.8784,21.6441
TtID_6128071,6128071,No,Strs,Strs,,,,,,,,,,,190,690,460,,,,,,,,,,,,8.7641,52.4121547,55.0106,6.3965,36.743,4.0778,0.573844286,1.6136,0.2149,1.0791,0.7927,0.012434,40.23,16.3,28.79,15.08,7.1487,668,46.6966,9.947757612,914.301,68.3856
TtID_6128073,6128073,No,Strs,Strs,,,,,,,299.66667,,8.35833,90.16667,87.5,300,130,,,,,6.65,,,18.9,0.535,0.0262,,8.7641,52.65966851,55.0023,2.9592,26.1954,3.9689,0.545245954,1.6136,0.1976,1.0791,0.9356,0.167389,26.82,20.68,35.98,19.05,8.0716,668,67.6394,9.981911389,928.2789,58.3326
TtID_6128079,6128079,No,Strs,Strs,,23.9125,0.8125,75.75,21.6,17.5,426.75,4.7875,7.37755,77.08163,159.58333,213.1,171.21429,,154.375,0.58562,64.9375,6.70208,1,,18.3,2.365,0.1885,15.24375,9.9155,57.42707182,54.8255,4.1281,45.303,4.1097,0.46670392,2.1504,0.2084,1.0892,0.8829,0.247401,26.28,26.45,44.47,8.23,7.1109,668,60.1091,10.01979895,916.1417,28.953
TtID_6128091,6128091,No,Strs,Strs,666.56,16,1.2,82.42857,,36.8,303.61538,1.23333,7.16923,78.69231,74.83333,1716.66667,173.14286,44,343.33333,0.24,202,6.77692,1.66667,,19.62667,0.53,0.01285,5,8.7641,53.56961326,55,5.5953,35.3447,4.0659,0.579338477,1.6136,0.2163,1.0791,0.8256,0.173052,41.08,15.23,27.03,16.65,7.1437,668,50.4504,9.982760964,911.9828,76.2858
TtID_6128097,6128097,No,HighStrs,Strs,,,,,,,,,,,11,187.5,56,,,,,,,,,,,,8.7641,59.49834254,55,6.44,32.02,4.0217,0.536642018,1.6136,0.22,1.0791,0.79,0.324607,31.85,11.51,21.27,32.14,7.3583,668,48.1489,10.02324635,951.9052,16.7202
TtID_6128111,6128111,No,Strs,Strs,,,,,26,21.6,392.96,,8.012,81.44,446.16667,266,235.71429,,,,,6.692,,,16.95833,0.84,0.0258,,10.3816,59.78618785,55,6.44,57.2231,4.1355,0.430641349,1.9124,0.22,1.2971,0.79,0.370478,41.75,13.41,22.38,14.61,11.1051,671.9241,45.8562,10.02478527,874.2661,10.6731
TtID_6128113,6128113,No,SomeStrs,Strs,,,,75.8,,53.8,338.75,,7.5,88.5,69.5,,,,,,,6.85,,,22.75,0.486,0.0192,,8.7641,53.50828729,55,3.8854,30.0681,3.9723,0.541518736,1.6136,0.2012,1.0791,0.8929,0.276854,39.51,14.39,25.74,19.78,7.9706,668,61.9683,10.02613827,952.0968,100.053
TtID_6128145,6128145,No,Strs,Strs,,,,,38.8,25.6,461.31818,,6.34583,67.70833,175,210,240.42857,,,,,6.63043,,,19.76522,2,0.1293,,8.9568,55.30441989,54.0049,4.0857,43.489,4.1065,0.473509259,1.6566,0.1706,1.0905,0.8078,0.043315,22.7,27.05,46.23,11.52,5.9552,668,61.182,10.09207592,914.2308,53.5869
TtID_6128147,6128147,No,Strs,Strs,,,,,29.6,15.8,242.45833,,8.292,81.88,39.33333,87.8,54.85714,,,,,6.78,,,15.432,0.392,0.0214,,9.336,65.11878453,54.0333,5.8244,42.0786,4.112,0.607173302,1.857,0.1984,1.0786,0.8224,0.520283,31.54,13.72,26,4.25,10.9356,668,54.0099,10.12083662,830.9466,3.4947
TtID_6128173,6128173,No,HighStrs,Strs,,,,,,,,,,,58.5,,,,,,,,,,,,,,10.1052,55.53259669,54.2246,2.35,36.1719,4.1127,0.502949717,1.8681,0.18,1.4859,0.96,0.646166,41.28,12.99,22.76,12.07,9.5527,668,69.3482,10.21659396,835.2991,18.0873
TtID_6128195,6128195,No,Strs,Strs,,47.9625,1.05625,,67,45.8,336.04167,4.225,6.05417,61.33333,1090.39718,953,1241.11111,,701.75,1.4175,207.5,6.62083,1,,17.20833,1.15,0.0505,17.625,8.7641,76.00276243,54.1184,2.4822,40.5502,4.0896,0.581379367,1.6136,0.1768,1.0791,0.9474,0.231039,26.37,27.12,40.54,23.8,6.69,668,70.3371,10.12864646,931.6836,9.3987
TtID_6128197,6128197,No,Strs,Strs,,,,83.5,46.8,31.6,427.48,,7.52,80.96,208,145,169.57143,,,,,6.952,,,20.032,1.9,0.1214,,8.7903,57.99171271,54,2.9425,39.377,4.1044,0.478094121,1.6498,0.1798,1.0253,0.9355,0.289764,23.27,27.04,45.44,13.19,6.9429,668,67.8714,10.1967658,859.0335,68.6232
TtID_6128209,6128209,No,Strs,Strs,,,,,,,,,,,1049.23,,,,,,,,,,,,,,8.7641,49.97292818,54.1444,3.3331,19.4145,3.8412,0.584535115,1.6136,0.1778,1.0791,0.832,0.659013,37.41,12,22.54,24.43,4.6037,668,64.3345,10.09570459,913.1149,110.3085
TtID_6128223,6128223,No,HighStrs,Strs,,16.43333,0.5,108.6,,25.8,369.4375,1.83333,7.375,75.6875,530.57241,594,436,,240,0.65,173.33333,6.5625,1,,16.95,0.616,0.0286,5,8.7646,59.02762431,54.4044,3.2445,30.5261,4.1152,0.483262402,1.6137,0.1781,1.0792,0.9237,0.062225,38.38,16.81,28.55,12.07,7.7004,668.329,66.4125,10.29355065,897.0265,26.0901
TtID_6128233,6128233,No,Strs,Strs,,,,,,,,,,,343,,,,,,,,,,,,,,8.9768,99.81767956,55,3.4285,28.7211,4.1151,0.479586295,1.6867,0.1342,1.0696,2.108,0.340933,3.47,53.68,78.68,8.19,7.0968,669.0105,64.8319,10.34592196,945.7616,4.0473
TtID_6128247,6128247,No,HighStrs,Strs,,,,,,,393.5,,7.21667,82.66667,110,100,140,,,,,6.91667,,,23.03333,,,,8.7641,58.53922652,54,2.35,29.7121,4.1062,0.479070919,1.6136,0.18,1.0791,0.96,0.488805,23.16,27.09,45.65,13.19,5.2734,668,72.0036,10.30135048,870.5308,72.7272
TtID_6128267,6128267,No,HighStrs,Strs,,,,,,,288,,9.2,84,,,,,,,,6.3,,,11.8,,,,8.7641,60.24254144,55,7.0038,8.6618,3.8261,0.588896838,1.6136,0.2444,1.0791,1.1543,0.124643,20.21,18.07,32.67,30.26,6.4432,668,59.0057,10.02399036,929.4387,23.0328
TtID_6128273,6128273,No,HighStrs,Strs,,34,0.8125,87,37.8,30.6,361.88,1.6375,7.252,72.4,703.14839,344,398.57143,,463.75,0.64875,172.375,6.456,1,,16.164,0.972,0.0329,5.925,8.8149,60.83812155,54.076,3.3046,29.4117,4.1117,0.453100423,1.6311,0.175,1.0768,1.0974,0.105175,32.28,22.81,36.99,11.17,5.368,668,67.1829,10.33597894,871.0513,32.5782
TtID_6128277,6128277,No,Strs,Strs,,56.18,0.876,97.71429,44.2,44.5,407.41935,10.99,7.10323,77.67742,391.38889,214,512.85714,,562,3.88,201,6.83226,1,,20.27576,1.5,0.12207,16.09,8.7641,58.56243094,54.1324,2.35,27.1296,4.1026,0.480526673,1.6136,0.18,1.0791,0.96,0.181357,23.11,27.18,45.98,13.07,5.0179,668,71.7686,10.36757271,901.0782,76.7718
TtID_6128285,6128285,No,Strs,Strs,,,,,,,,,,,153.5,,,,,,,,,,,,,,8.7759,52.59226519,54.9664,2.35,15.664,3.8594,0.534685204,1.6299,0.18,1.055,0.96,0.020293,34.9,15.66,27.69,22.01,5.7977,668,71.6433,10.13373836,937.3053,205.7229
TtID_6128295,6128295,No,HighStrs,Strs,,,,,,,,,,,58.5,,,,,,,,,,,,,,8.7641,55.30607735,54.1197,4.1376,7.5426,3.8278,0.446364782,1.6136,0.1618,1.0791,0.7984,0.001,31.39,14.1,24.45,22.2,3.867,668,57.378,10.07406293,986.781,821.7261
TtID_6128297,6128297,No,Strs,Strs,,59.5,0.85333,49.66667,,67.26667,227,2.3,7.81111,93.22222,1258.14286,,,,986.66667,0.93,193.16667,6.88889,1,,22.3,0.608,0.03833,5.76667,8.7641,50.43867403,54.0815,4.6633,13.082,3.837,0.576159779,1.6136,0.1618,1.0791,0.6463,0.222815,36.3,13.6,24.59,23.7,3.8765,668,53.2691,10.10569319,908.0805,114.408
TtID_6128355,6128355,No,Strs,Strs,,,,,,94.6,,,,,70,,,,,,,,,,,0.638,0.0504,,8.7778,51.89779006,53.6301,5.2986,40.6237,4.0746,0.378547662,1.6325,0.2053,1.0511,1.0187,0.329765,35.66,5.62,11.48,23.36,7.3106,668,54.7033,10.25130075,922.3948,3.3165
TtID_6128359,6128359,No,SomeStrs,Strs,,,,,,141,,,,,433.33333,,,,,,,,,,,0.594,0.0558,,8.7825,55.13425414,53.8107,5.6279,45.8757,4.0857,0.570591807,1.639,0.2086,1.0415,0.8252,0.368971,43.09,6.47,12.43,33.02,7.086,668,51.5373,10.22988619,944.1899,6.1101
TtID_6128367,6128367,No,Strs,Strs,,,,81,,62,324.22222,,7.45333,82.66667,300.27273,,75,,,,,6.91111,,,20.45333,1.33333,0.0304,,8.8055,52.48508287,54.6698,2.6737,15.2059,3.8661,0.534739322,1.6706,0.1809,0.9944,0.9489,0.107106,34.94,15.61,27.57,22.12,6.4901,668,69.042,10.18593198,897.7179,211.1463
